id,classe,diagnostico,fonte,url,magnificacao,coloracao,arquivo_imagem
granulacoes_toxicas_002,granulacoes_toxicas,,,,,Wright-Giemsa,
granulacoes_toxicas_003,granulacoes_toxicas,,,,,Wright-Giemsa,
granulacoes_toxicas_004,granulacoes_toxicas,,,,,Wright-Giemsa,
granulacoes_toxicas_005,granulacoes_toxicas,,,,,Wright-Giemsa,
granulacoes_toxicas_006,granulacoes_toxicas,,,,,Wright-Giemsa,
granulacoes_toxicas_007,granulacoes_toxicas,,,,,Wright-Giemsa,
granulacoes_toxicas_008,granulacoes_toxicas,,,,,Wright-Giemsa,
granulacoes_toxicas_009,granulacoes_toxicas,,,,,Wright-Giemsa,
granulacoes_toxicas_010,granulacoes_toxicas,,,,,Wright-Giemsa,
granulacoes_toxicas_011,granulacoes_toxicas,,,,,Wright-Giemsa,
granulacoes_toxicas_012,granulacoes_toxicas,,,,,Wright-Giemsa,
granulacoes_toxicas_013,granulacoes_toxicas,,,,,Wright-Giemsa,
granulacoes_toxicas_014,granulacoes_toxicas,,,,,Wright-Giemsa,
granulacoes_toxicas_015,granulacoes_toxicas,,,,,Wright-Giemsa,
granulacoes_toxicas_016,granulacoes_toxicas,,,,,Wright-Giemsa,
granulacoes_toxicas_017,granulacoes_toxicas,,,,,Wright-Giemsa,
granulacoes_toxicas_018,granulacoes_toxicas,,,,,Wright-Giemsa,
granulacoes_toxicas_019,granulacoes_toxicas,,,,,Wright-Giemsa,
granulacoes_toxicas_020,granulacoes_toxicas,,,,,Wright-Giemsa,
manchas_gumprecht_001,manchas_gumprecht,,,,,Wright-Giemsa,
manchas_gumprecht_002,manchas_gumprecht,,,,,Wright-Giemsa,
manchas_gumprecht_003,manchas_gumprecht,,,,,Wright-Giemsa,
manchas_gumprecht_004,manchas_gumprecht,,,,,Wright-Giemsa,
manchas_gumprecht_005,manchas_gumprecht,,,,,Wright-Giemsa,
manchas_gumprecht_006,manchas_gumprecht,,,,,Wright-Giemsa,
manchas_gumprecht_007,manchas_gumprecht,,,,,Wright-Giemsa,
manchas_gumprecht_008,manchas_gumprecht,,,,,Wright-Giemsa,
manchas_gumprecht_009,manchas_gumprecht,,,,,Wright-Giemsa,
manchas_gumprecht_010,manchas_gumprecht,,,,,Wright-Giemsa,
manchas_gumprecht_011,manchas_gumprecht,,,,,Wright-Giemsa,
manchas_gumprecht_012,manchas_gumprecht,,,,,Wright-Giemsa,
manchas_gumprecht_013,manchas_gumprecht,,,,,Wright-Giemsa,
manchas_gumprecht_014,manchas_gumprecht,,,,,Wright-Giemsa,
manchas_gumprecht_015,manchas_gumprecht,,,,,Wright-Giemsa,
manchas_gumprecht_016,manchas_gumprecht,,,,,Wright-Giemsa,
manchas_gumprecht_017,manchas_gumprecht,,,,,Wright-Giemsa,
manchas_gumprecht_018,manchas_gumprecht,,,,,Wright-Giemsa,
manchas_gumprecht_019,manchas_gumprecht,,,,,Wright-Giemsa,
manchas_gumprecht_020,manchas_gumprecht,,,,,Wright-Giemsa,
monocitos_vacuolizados_001,monocitos_vacuolizados,,,,,Wright-Giemsa,
monocitos_vacuolizados_002,monocitos_vacuolizados,,,,,Wright-Giemsa,
monocitos_vacuolizados_003,monocitos_vacuolizados,,,,,Wright-Giemsa,
monocitos_vacuolizados_004,monocitos_vacuolizados,,,,,Wright-Giemsa,
monocitos_vacuolizados_005,monocitos_vacuolizados,,,,,Wright-Giemsa,
monocitos_vacuolizados_006,monocitos_vacuolizados,,,,,Wright-Giemsa,
monocitos_vacuolizados_007,monocitos_vacuolizados,,,,,Wright-Giemsa,
monocitos_vacuolizados_008,monocitos_vacuolizados,,,,,Wright-Giemsa,
monocitos_vacuolizados_009,monocitos_vacuolizados,,,,,Wright-Giemsa,
monocitos_vacuolizados_010,monocitos_vacuolizados,,,,,Wright-Giemsa,
monocitos_vacuolizados_011,monocitos_vacuolizados,,,,,Wright-Giemsa,
monocitos_vacuolizados_012,monocitos_vacuolizados,,,,,Wright-Giemsa,
monocitos_vacuolizados_013,monocitos_vacuolizados,,,,,Wright-Giemsa,
monocitos_vacuolizados_014,monocitos_vacuolizados,,,,,Wright-Giemsa,
monocitos_vacuolizados_015,monocitos_vacuolizados,,,,,Wright-Giemsa,
monocitos_vacuolizados_016,monocitos_vacuolizados,,,,,Wright-Giemsa,
monocitos_vacuolizados_017,monocitos_vacuolizados,,,,,Wright-Giemsa,
monocitos_vacuolizados_018,monocitos_vacuolizados,,,,,Wright-Giemsa,
monocitos_vacuolizados_019,monocitos_vacuolizados,,,,,Wright-Giemsa,
monocitos_vacuolizados_020,monocitos_vacuolizados,,,,,Wright-Giemsa,
flower_cell_001,flower_cell,,,,,Wright-Giemsa,
flower_cell_002,flower_cell,,,,,Wright-Giemsa,
flower_cell_003,flower_cell,,,,,Wright-Giemsa,
flower_cell_004,flower_cell,,,,,Wright-Giemsa,
flower_cell_005,flower_cell,,,,,Wright-Giemsa,
flower_cell_006,flower_cell,,,,,Wright-Giemsa,
flower_cell_007,flower_cell,,,,,Wright-Giemsa,
flower_cell_008,flower_cell,,,,,Wright-Giemsa,
flower_cell_009,flower_cell,,,,,Wright-Giemsa,
flower_cell_010,flower_cell,,,,,Wright-Giemsa,
flower_cell_011,flower_cell,,,,,Wright-Giemsa,
flower_cell_012,flower_cell,,,,,Wright-Giemsa,
flower_cell_013,flower_cell,,,,,Wright-Giemsa,
flower_cell_014,flower_cell,,,,,Wright-Giemsa,
flower_cell_015,flower_cell,,,,,Wright-Giemsa,
flower_cell_016,flower_cell,,,,,Wright-Giemsa,
flower_cell_017,flower_cell,,,,,Wright-Giemsa,
flower_cell_018,flower_cell,,,,,Wright-Giemsa,
flower_cell_019,flower_cell,,,,,Wright-Giemsa,
flower_cell_020,flower_cell,,,,,Wright-Giemsa,
hairy_cells_001,hairy_cells,,,,,Wright-Giemsa,
hairy_cells_002,hairy_cells,,,,,Wright-Giemsa,
hairy_cells_003,hairy_cells,,,,,Wright-Giemsa,
hairy_cells_004,hairy_cells,,,,,Wright-Giemsa,
hairy_cells_005,hairy_cells,,,,,Wright-Giemsa,
hairy_cells_006,hairy_cells,,,,,Wright-Giemsa,
hairy_cells_007,hairy_cells,,,,,Wright-Giemsa,
hairy_cells_008,hairy_cells,,,,,Wright-Giemsa,
hairy_cells_009,hairy_cells,,,,,Wright-Giemsa,
hairy_cells_010,hairy_cells,,,,,Wright-Giemsa,
hairy_cells_011,hairy_cells,,,,,Wright-Giemsa,
hairy_cells_012,hairy_cells,,,,,Wright-Giemsa,
hairy_cells_013,hairy_cells,,,,,Wright-Giemsa,
hairy_cells_014,hairy_cells,,,,,Wright-Giemsa,
hairy_cells_015,hairy_cells,,,,,Wright-Giemsa,
hairy_cells_016,hairy_cells,,,,,Wright-Giemsa,
hairy_cells_017,hairy_cells,,,,,Wright-Giemsa,
hairy_cells_018,hairy_cells,,,,,Wright-Giemsa,
hairy_cells_019,hairy_cells,,,,,Wright-Giemsa,
hairy_cells_020,hairy_cells,,,,,Wright-Giemsa,
neutrofilos_hipersegmentados_001,neutrofilos_hipersegmentados,,,,,Wright-Giemsa,
neutrofilos_hipersegmentados_002,neutrofilos_hipersegmentados,,,,,Wright-Giemsa,
neutrofilos_hipersegmentados_003,neutrofilos_hipersegmentados,,,,,Wright-Giemsa,
neutrofilos_hipersegmentados_004,neutrofilos_hipersegmentados,,,,,Wright-Giemsa,
neutrofilos_hipersegmentados_005,neutrofilos_hipersegmentados,,,,,Wright-Giemsa,
neutrofilos_hipersegmentados_006,neutrofilos_hipersegmentados,,,,,Wright-Giemsa,
neutrofilos_hipersegmentados_007,neutrofilos_hipersegmentados,,,,,Wright-Giemsa,
neutrofilos_hipersegmentados_008,neutrofilos_hipersegmentados,,,,,Wright-Giemsa,
neutrofilos_hipersegmentados_009,neutrofilos_hipersegmentados,,,,,Wright-Giemsa,
neutrofilos_hipersegmentados_010,neutrofilos_hipersegmentados,,,,,Wright-Giemsa,
neutrofilos_hipersegmentados_011,neutrofilos_hipersegmentados,,,,,Wright-Giemsa,
neutrofilos_hipersegmentados_012,neutrofilos_hipersegmentados,,,,,Wright-Giemsa,
neutrofilos_hipersegmentados_013,neutrofilos_hipersegmentados,,,,,Wright-Giemsa,
neutrofilos_hipersegmentados_014,neutrofilos_hipersegmentados,,,,,Wright-Giemsa,
neutrofilos_hipersegmentados_015,neutrofilos_hipersegmentados,,,,,Wright-Giemsa,
neutrofilos_hipersegmentados_016,neutrofilos_hipersegmentados,,,,,Wright-Giemsa,
neutrofilos_hipersegmentados_017,neutrofilos_hipersegmentados,,,,,Wright-Giemsa,
neutrofilos_hipersegmentados_018,neutrofilos_hipersegmentados,,,,,Wright-Giemsa,
neutrofilos_hipersegmentados_019,neutrofilos_hipersegmentados,,,,,Wright-Giemsa,
neutrofilos_hipersegmentados_020,neutrofilos_hipersegmentados,,,,,Wright-Giemsa,
agregacao_plaquetaria_001,agregacao_plaquetaria,,,,,Wright-Giemsa,
agregacao_plaquetaria_002,agregacao_plaquetaria,,,,,Wright-Giemsa,
agregacao_plaquetaria_003,agregacao_plaquetaria,,,,,Wright-Giemsa,
agregacao_plaquetaria_004,agregacao_plaquetaria,,,,,Wright-Giemsa,
agregacao_plaquetaria_005,agregacao_plaquetaria,,,,,Wright-Giemsa,
agregacao_plaquetaria_006,agregacao_plaquetaria,,,,,Wright-Giemsa,
agregacao_plaquetaria_007,agregacao_plaquetaria,,,,,Wright-Giemsa,
agregacao_plaquetaria_008,agregacao_plaquetaria,,,,,Wright-Giemsa,
agregacao_plaquetaria_009,agregacao_plaquetaria,,,,,Wright-Giemsa,
agregacao_plaquetaria_010,agregacao_plaquetaria,,,,,Wright-Giemsa,
agregacao_plaquetaria_011,agregacao_plaquetaria,,,,,Wright-Giemsa,
agregacao_plaquetaria_012,agregacao_plaquetaria,,,,,Wright-Giemsa,
agregacao_plaquetaria_013,agregacao_plaquetaria,,,,,Wright-Giemsa,
agregacao_plaquetaria_014,agregacao_plaquetaria,,,,,Wright-Giemsa,
agregacao_plaquetaria_015,agregacao_plaquetaria,,,,,Wright-Giemsa,
agregacao_plaquetaria_016,agregacao_plaquetaria,,,,,Wright-Giemsa,
agregacao_plaquetaria_017,agregacao_plaquetaria,,,,,Wright-Giemsa,
agregacao_plaquetaria_018,agregacao_plaquetaria,,,,,Wright-Giemsa,
agregacao_plaquetaria_019,agregacao_plaquetaria,,,,,Wright-Giemsa,
agregacao_plaquetaria_020,agregacao_plaquetaria,,,,,Wright-Giemsa,
macroplaquetas_001,macroplaquetas,,,,,Wright-Giemsa,
macroplaquetas_002,macroplaquetas,,,,,Wright-Giemsa,
macroplaquetas_003,macroplaquetas,,,,,Wright-Giemsa,
macroplaquetas_004,macroplaquetas,,,,,Wright-Giemsa,
macroplaquetas_005,macroplaquetas,,,,,Wright-Giemsa,
macroplaquetas_006,macroplaquetas,,,,,Wright-Giemsa,
macroplaquetas_007,macroplaquetas,,,,,Wright-Giemsa,
macroplaquetas_008,macroplaquetas,,,,,Wright-Giemsa,
macroplaquetas_009,macroplaquetas,,,,,Wright-Giemsa,
macroplaquetas_010,macroplaquetas,,,,,Wright-Giemsa,
macroplaquetas_011,macroplaquetas,,,,,Wright-Giemsa,
macroplaquetas_012,macroplaquetas,,,,,Wright-Giemsa,
macroplaquetas_013,macroplaquetas,,,,,Wright-Giemsa,
macroplaquetas_014,macroplaquetas,,,,,Wright-Giemsa,
macroplaquetas_015,macroplaquetas,,,,,Wright-Giemsa,
macroplaquetas_016,macroplaquetas,,,,,Wright-Giemsa,
macroplaquetas_017,macroplaquetas,,,,,Wright-Giemsa,
macroplaquetas_018,macroplaquetas,,,,,Wright-Giemsa,
macroplaquetas_019,macroplaquetas,,,,,Wright-Giemsa,
macroplaquetas_020,macroplaquetas,,,,,Wright-Giemsa,
llc_001,llc,,,,,Wright-Giemsa,
llc_002,llc,,,,,Wright-Giemsa,
llc_003,llc,,,,,Wright-Giemsa,
llc_004,llc,,,,,Wright-Giemsa,
llc_005,llc,,,,,Wright-Giemsa,
llc_006,llc,,,,,Wright-Giemsa,
llc_007,llc,,,,,Wright-Giemsa,
llc_008,llc,,,,,Wright-Giemsa,
llc_009,llc,,,,,Wright-Giemsa,
llc_010,llc,,,,,Wright-Giemsa,
llc_011,llc,,,,,Wright-Giemsa,
llc_012,llc,,,,,Wright-Giemsa,
llc_013,llc,,,,,Wright-Giemsa,
llc_014,llc,,,,,Wright-Giemsa,
llc_015,llc,,,,,Wright-Giemsa,
llc_016,llc,,,,,Wright-Giemsa,
llc_017,llc,,,,,Wright-Giemsa,
llc_018,llc,,,,,Wright-Giemsa,
llc_019,llc,,,,,Wright-Giemsa,
llc_020,llc,,,,,Wright-Giemsa,
lla_001,lla,,,,,Wright-Giemsa,
lla_002,lla,,,,,Wright-Giemsa,
lla_003,lla,,,,,Wright-Giemsa,
lla_004,lla,,,,,Wright-Giemsa,
lla_005,lla,,,,,Wright-Giemsa,
lla_006,lla,,,,,Wright-Giemsa,
lla_007,lla,,,,,Wright-Giemsa,
lla_008,lla,,,,,Wright-Giemsa,
lla_009,lla,,,,,Wright-Giemsa,
lla_010,lla,,,,,Wright-Giemsa,
lla_011,lla,,,,,Wright-Giemsa,
lla_012,lla,,,,,Wright-Giemsa,
lla_013,lla,,,,,Wright-Giemsa,
lla_014,lla,,,,,Wright-Giemsa,
lla_015,lla,,,,,Wright-Giemsa,
lla_016,lla,,,,,Wright-Giemsa,
lla_017,lla,,,,,Wright-Giemsa,
lla_018,lla,,,,,Wright-Giemsa,
lla_019,lla,,,,,Wright-Giemsa,
lla_020,lla,,,,,Wright-Giemsa,
lmc_001,lmc,,,,,Wright-Giemsa,
lmc_002,lmc,,,,,Wright-Giemsa,
lmc_003,lmc,,,,,Wright-Giemsa,
lmc_004,lmc,,,,,Wright-Giemsa,
lmc_005,lmc,,,,,Wright-Giemsa,
lmc_006,lmc,,,,,Wright-Giemsa,
lmc_007,lmc,,,,,Wright-Giemsa,
lmc_008,lmc,,,,,Wright-Giemsa,
lmc_009,lmc,,,,,Wright-Giemsa,
lmc_010,lmc,,,,,Wright-Giemsa,
lmc_011,lmc,,,,,Wright-Giemsa,
lmc_012,lmc,,,,,Wright-Giemsa,
lmc_013,lmc,,,,,Wright-Giemsa,
lmc_014,lmc,,,,,Wright-Giemsa,
lmc_015,lmc,,,,,Wright-Giemsa,
lmc_016,lmc,,,,,Wright-Giemsa,
lmc_017,lmc,,,,,Wright-Giemsa,
lmc_018,lmc,,,,,Wright-Giemsa,
lmc_019,lmc,,,,,Wright-Giemsa,
lmc_020,lmc,,,,,Wright-Giemsa,
lma_m2_001,lma_m2,,,,,Wright-Giemsa,
lma_m2_002,lma_m2,,,,,Wright-Giemsa,
lma_m2_003,lma_m2,,,,,Wright-Giemsa,
lma_m2_004,lma_m2,,,,,Wright-Giemsa,
lma_m2_005,lma_m2,,,,,Wright-Giemsa,
lma_m2_006,lma_m2,,,,,Wright-Giemsa,
lma_m2_007,lma_m2,,,,,Wright-Giemsa,
lma_m2_008,lma_m2,,,,,Wright-Giemsa,
lma_m2_009,lma_m2,,,,,Wright-Giemsa,
lma_m2_010,lma_m2,,,,,Wright-Giemsa,
lma_m2_011,lma_m2,,,,,Wright-Giemsa,
lma_m2_012,lma_m2,,,,,Wright-Giemsa,
lma_m2_013,lma_m2,,,,,Wright-Giemsa,
lma_m2_014,lma_m2,,,,,Wright-Giemsa,
lma_m2_015,lma_m2,,,,,Wright-Giemsa,
lma_m2_016,lma_m2,,,,,Wright-Giemsa,
lma_m2_017,lma_m2,,,,,Wright-Giemsa,
lma_m2_018,lma_m2,,,,,Wright-Giemsa,
lma_m2_019,lma_m2,,,,,Wright-Giemsa,
lma_m2_020,lma_m2,,,,,Wright-Giemsa,
lma_m3_001,lma_m3,,,,,Wright-Giemsa,
lma_m3_002,lma_m3,,,,,Wright-Giemsa,
lma_m3_003,lma_m3,,,,,Wright-Giemsa,
lma_m3_004,lma_m3,,,,,Wright-Giemsa,
lma_m3_005,lma_m3,,,,,Wright-Giemsa,
lma_m3_006,lma_m3,,,,,Wright-Giemsa,
lma_m3_007,lma_m3,,,,,Wright-Giemsa,
lma_m3_008,lma_m3,,,,,Wright-Giemsa,
lma_m3_009,lma_m3,,,,,Wright-Giemsa,
lma_m3_010,lma_m3,,,,,Wright-Giemsa,
lma_m3_011,lma_m3,,,,,Wright-Giemsa,
lma_m3_012,lma_m3,,,,,Wright-Giemsa,
lma_m3_013,lma_m3,,,,,Wright-Giemsa,
lma_m3_014,lma_m3,,,,,Wright-Giemsa,
lma_m3_015,lma_m3,,,,,Wright-Giemsa,
lma_m3_016,lma_m3,,,,,Wright-Giemsa,
lma_m3_017,lma_m3,,,,,Wright-Giemsa,
lma_m3_018,lma_m3,,,,,Wright-Giemsa,
lma_m3_019,lma_m3,,,,,Wright-Giemsa,
lma_m3_020,lma_m3,,,,,Wright-Giemsa,
lma_m4_001,lma_m4,,,,,Wright-Giemsa,
lma_m4_002,lma_m4,,,,,Wright-Giemsa,
lma_m4_003,lma_m4,,,,,Wright-Giemsa,
lma_m4_004,lma_m4,,,,,Wright-Giemsa,
lma_m4_005,lma_m4,,,,,Wright-Giemsa,
lma_m4_006,lma_m4,,,,,Wright-Giemsa,
lma_m4_007,lma_m4,,,,,Wright-Giemsa,
lma_m4_008,lma_m4,,,,,Wright-Giemsa,
lma_m4_009,lma_m4,,,,,Wright-Giemsa,
lma_m4_010,lma_m4,,,,,Wright-Giemsa,
lma_m4_011,lma_m4,,,,,Wright-Giemsa,
lma_m4_012,lma_m4,,,,,Wright-Giemsa,
lma_m4_013,lma_m4,,,,,Wright-Giemsa,
lma_m4_014,lma_m4,,,,,Wright-Giemsa,
lma_m4_015,lma_m4,,,,,Wright-Giemsa,
lma_m4_016,lma_m4,,,,,Wright-Giemsa,
lma_m4_017,lma_m4,,,,,Wright-Giemsa,
lma_m4_018,lma_m4,,,,,Wright-Giemsa,
lma_m4_019,lma_m4,,,,,Wright-Giemsa,
lma_m4_020,lma_m4,,,,,Wright-Giemsa,
lma_m4_eosinofilica_001,lma_m4_eosinofilica,,,,,Wright-Giemsa,
lma_m4_eosinofilica_002,lma_m4_eosinofilica,,,,,Wright-Giemsa,
lma_m4_eosinofilica_003,lma_m4_eosinofilica,,,,,Wright-Giemsa,
lma_m4_eosinofilica_004,lma_m4_eosinofilica,,,,,Wright-Giemsa,
lma_m4_eosinofilica_005,lma_m4_eosinofilica,,,,,Wright-Giemsa,
lma_m4_eosinofilica_006,lma_m4_eosinofilica,,,,,Wright-Giemsa,
lma_m4_eosinofilica_007,lma_m4_eosinofilica,,,,,Wright-Giemsa,
lma_m4_eosinofilica_008,lma_m4_eosinofilica,,,,,Wright-Giemsa,
lma_m4_eosinofilica_009,lma_m4_eosinofilica,,,,,Wright-Giemsa,
lma_m4_eosinofilica_010,lma_m4_eosinofilica,,,,,Wright-Giemsa,
lma_m4_eosinofilica_011,lma_m4_eosinofilica,,,,,Wright-Giemsa,
lma_m4_eosinofilica_012,lma_m4_eosinofilica,,,,,Wright-Giemsa,
lma_m4_eosinofilica_013,lma_m4_eosinofilica,,,,,Wright-Giemsa,
lma_m4_eosinofilica_014,lma_m4_eosinofilica,,,,,Wright-Giemsa,
lma_m4_eosinofilica_015,lma_m4_eosinofilica,,,,,Wright-Giemsa,
lma_m4_eosinofilica_016,lma_m4_eosinofilica,,,,,Wright-Giemsa,
lma_m4_eosinofilica_017,lma_m4_eosinofilica,,,,,Wright-Giemsa,
lma_m4_eosinofilica_018,lma_m4_eosinofilica,,,,,Wright-Giemsa,
lma_m4_eosinofilica_019,lma_m4_eosinofilica,,,,,Wright-Giemsa,
lma_m4_eosinofilica_020,lma_m4_eosinofilica,,,,,Wright-Giemsa,
leucemia_prolinfocitica_001,leucemia_prolinfocitica,,,,,Wright-Giemsa,
leucemia_prolinfocitica_002,leucemia_prolinfocitica,,,,,Wright-Giemsa,
leucemia_prolinfocitica_003,leucemia_prolinfocitica,,,,,Wright-Giemsa,
leucemia_prolinfocitica_004,leucemia_prolinfocitica,,,,,Wright-Giemsa,
leucemia_prolinfocitica_005,leucemia_prolinfocitica,,,,,Wright-Giemsa,
leucemia_prolinfocitica_006,leucemia_prolinfocitica,,,,,Wright-Giemsa,
leucemia_prolinfocitica_007,leucemia_prolinfocitica,,,,,Wright-Giemsa,
leucemia_prolinfocitica_008,leucemia_prolinfocitica,,,,,Wright-Giemsa,
leucemia_prolinfocitica_009,leucemia_prolinfocitica,,,,,Wright-Giemsa,
leucemia_prolinfocitica_010,leucemia_prolinfocitica,,,,,Wright-Giemsa,
leucemia_prolinfocitica_011,leucemia_prolinfocitica,,,,,Wright-Giemsa,
leucemia_prolinfocitica_012,leucemia_prolinfocitica,,,,,Wright-Giemsa,
leucemia_prolinfocitica_013,leucemia_prolinfocitica,,,,,Wright-Giemsa,
leucemia_prolinfocitica_014,leucemia_prolinfocitica,,,,,Wright-Giemsa,
leucemia_prolinfocitica_015,leucemia_prolinfocitica,,,,,Wright-Giemsa,
leucemia_prolinfocitica_016,leucemia_prolinfocitica,,,,,Wright-Giemsa,
leucemia_prolinfocitica_017,leucemia_prolinfocitica,,,,,Wright-Giemsa,
leucemia_prolinfocitica_018,leucemia_prolinfocitica,,,,,Wright-Giemsa,
leucemia_prolinfocitica_019,leucemia_prolinfocitica,,,,,Wright-Giemsa,
leucemia_prolinfocitica_020,leucemia_prolinfocitica,,,,,Wright-Giemsa,
linfoma_001,linfoma,,,,,Wright-Giemsa,
linfoma_002,linfoma,,,,,Wright-Giemsa,
linfoma_003,linfoma,,,,,Wright-Giemsa,
linfoma_004,linfoma,,,,,Wright-Giemsa,
linfoma_005,linfoma,,,,,Wright-Giemsa,
linfoma_006,linfoma,,,,,Wright-Giemsa,
linfoma_007,linfoma,,,,,Wright-Giemsa,
linfoma_008,linfoma,,,,,Wright-Giemsa,
linfoma_009,linfoma,,,,,Wright-Giemsa,
linfoma_010,linfoma,,,,,Wright-Giemsa,
linfoma_011,linfoma,,,,,Wright-Giemsa,
linfoma_012,linfoma,,,,,Wright-Giemsa,
linfoma_013,linfoma,,,,,Wright-Giemsa,
linfoma_014,linfoma,,,,,Wright-Giemsa,
linfoma_015,linfoma,,,,,Wright-Giemsa,
linfoma_016,linfoma,,,,,Wright-Giemsa,
linfoma_017,linfoma,,,,,Wright-Giemsa,
linfoma_018,linfoma,,,,,Wright-Giemsa,
linfoma_019,linfoma,,,,,Wright-Giemsa,
linfoma_020,linfoma,,,,,Wright-Giemsa,
mieloma_multiplo_001,mieloma_multiplo,,,,,Wright-Giemsa,
mieloma_multiplo_002,mieloma_multiplo,,,,,Wright-Giemsa,
mieloma_multiplo_003,mieloma_multiplo,,,,,Wright-Giemsa,
mieloma_multiplo_004,mieloma_multiplo,,,,,Wright-Giemsa,
mieloma_multiplo_005,mieloma_multiplo,,,,,Wright-Giemsa,
mieloma_multiplo_006,mieloma_multiplo,,,,,Wright-Giemsa,
mieloma_multiplo_007,mieloma_multiplo,,,,,Wright-Giemsa,
mieloma_multiplo_008,mieloma_multiplo,,,,,Wright-Giemsa,
mieloma_multiplo_009,mieloma_multiplo,,,,,Wright-Giemsa,
mieloma_multiplo_010,mieloma_multiplo,,,,,Wright-Giemsa,
mieloma_multiplo_011,mieloma_multiplo,,,,,Wright-Giemsa,
mieloma_multiplo_012,mieloma_multiplo,,,,,Wright-Giemsa,
mieloma_multiplo_013,mieloma_multiplo,,,,,Wright-Giemsa,
mieloma_multiplo_014,mieloma_multiplo,,,,,Wright-Giemsa,
mieloma_multiplo_015,mieloma_multiplo,,,,,Wright-Giemsa,
mieloma_multiplo_016,mieloma_multiplo,,,,,Wright-Giemsa,
mieloma_multiplo_017,mieloma_multiplo,,,,,Wright-Giemsa,
mieloma_multiplo_018,mieloma_multiplo,,,,,Wright-Giemsa,
mieloma_multiplo_019,mieloma_multiplo,,,,,Wright-Giemsa,
mieloma_multiplo_020,mieloma_multiplo,,,,,Wright-Giemsa,
policitemia_vera_001,policitemia_vera,,,,,Wright-Giemsa,
policitemia_vera_002,policitemia_vera,,,,,Wright-Giemsa,
policitemia_vera_003,policitemia_vera,,,,,Wright-Giemsa,
policitemia_vera_004,policitemia_vera,,,,,Wright-Giemsa,
policitemia_vera_005,policitemia_vera,,,,,Wright-Giemsa,
policitemia_vera_006,policitemia_vera,,,,,Wright-Giemsa,
policitemia_vera_007,policitemia_vera,,,,,Wright-Giemsa,
policitemia_vera_008,policitemia_vera,,,,,Wright-Giemsa,
policitemia_vera_009,policitemia_vera,,,,,Wright-Giemsa,
policitemia_vera_010,policitemia_vera,,,,,Wright-Giemsa,
policitemia_vera_011,policitemia_vera,,,,,Wright-Giemsa,
policitemia_vera_012,policitemia_vera,,,,,Wright-Giemsa,
policitemia_vera_013,policitemia_vera,,,,,Wright-Giemsa,
policitemia_vera_014,policitemia_vera,,,,,Wright-Giemsa,
policitemia_vera_015,policitemia_vera,,,,,Wright-Giemsa,
policitemia_vera_016,policitemia_vera,,,,,Wright-Giemsa,
policitemia_vera_017,policitemia_vera,,,,,Wright-Giemsa,
policitemia_vera_018,policitemia_vera,,,,,Wright-Giemsa,
policitemia_vera_019,policitemia_vera,,,,,Wright-Giemsa,
policitemia_vera_020,policitemia_vera,,,,,Wright-Giemsa,
medula_ossea_normal_001,medula_ossea_normal,,,,,Wright-Giemsa,
medula_ossea_normal_002,medula_ossea_normal,,,,,Wright-Giemsa,
medula_ossea_normal_003,medula_ossea_normal,,,,,Wright-Giemsa,
medula_ossea_normal_004,medula_ossea_normal,,,,,Wright-Giemsa,
medula_ossea_normal_005,medula_ossea_normal,,,,,Wright-Giemsa,
medula_ossea_normal_006,medula_ossea_normal,,,,,Wright-Giemsa,
medula_ossea_normal_007,medula_ossea_normal,,,,,Wright-Giemsa,
medula_ossea_normal_008,medula_ossea_normal,,,,,Wright-Giemsa,
medula_ossea_normal_009,medula_ossea_normal,,,,,Wright-Giemsa,
medula_ossea_normal_010,medula_ossea_normal,,,,,Wright-Giemsa,
medula_ossea_normal_011,medula_ossea_normal,,,,,Wright-Giemsa,
medula_ossea_normal_012,medula_ossea_normal,,,,,Wright-Giemsa,
medula_ossea_normal_013,medula_ossea_normal,,,,,Wright-Giemsa,
medula_ossea_normal_014,medula_ossea_normal,,,,,Wright-Giemsa,
medula_ossea_normal_015,medula_ossea_normal,,,,,Wright-Giemsa,
medula_ossea_normal_016,medula_ossea_normal,,,,,Wright-Giemsa,
medula_ossea_normal_017,medula_ossea_normal,,,,,Wright-Giemsa,
medula_ossea_normal_018,medula_ossea_normal,,,,,Wright-Giemsa,
medula_ossea_normal_019,medula_ossea_normal,,,,,Wright-Giemsa,
medula_ossea_normal_020,medula_ossea_normal,,,,,Wright-Giemsa,
medula_ossea_aplasica_001,medula_ossea_aplasica,,,,,Wright-Giemsa,
medula_ossea_aplasica_002,medula_ossea_aplasica,,,,,Wright-Giemsa,
medula_ossea_aplasica_003,medula_ossea_aplasica,,,,,Wright-Giemsa,
medula_ossea_aplasica_004,medula_ossea_aplasica,,,,,Wright-Giemsa,
medula_ossea_aplasica_005,medula_ossea_aplasica,,,,,Wright-Giemsa,
medula_ossea_aplasica_006,medula_ossea_aplasica,,,,,Wright-Giemsa,
medula_ossea_aplasica_007,medula_ossea_aplasica,,,,,Wright-Giemsa,
medula_ossea_aplasica_008,medula_ossea_aplasica,,,,,Wright-Giemsa,
medula_ossea_aplasica_009,medula_ossea_aplasica,,,,,Wright-Giemsa,
medula_ossea_aplasica_010,medula_ossea_aplasica,,,,,Wright-Giemsa,
medula_ossea_aplasica_011,medula_ossea_aplasica,,,,,Wright-Giemsa,
